,date,1. open,2. high,3. low,4. close,5. volume
460,2020-02-07 10:10:00,320.95,321.39099999999996,320.86,321.13,434569.0
488,2020-02-06 14:20:00,324.9495,324.98,324.4,324.42,263252.0
440,2020-02-07 11:50:00,322.8728,322.895,322.42,322.67,181057.0
1001,2020-01-29 10:35:00,324.28,325.5,324.2,324.6455,1132752.0
820,2020-01-31 12:40:00,315.25,315.3416,314.72,314.96,482393.0
985,2020-01-29 11:55:00,327.2852,327.69,327.14,327.63,543898.0
690,2020-02-04 10:30:00,315.6943,316.39,315.57,316.23,491114.0
470,2020-02-06 15:50:00,324.545,324.755,324.4737,324.73,284234.0
1056,2020-01-28 12:30:00,316.71,316.94,316.7,316.8069,206481.0
718,2020-02-03 14:40:00,307.03,307.64,307.0,307.5682,199234.0
637,2020-02-04 14:55:00,318.89,319.0,318.66,318.76,934025.0
799,2020-01-31 14:25:00,312.4,312.48,311.44,311.56,548379.0
647,2020-02-04 14:05:00,319.27,319.48,319.16,319.33,181954.0
422,2020-02-07 13:20:00,322.411,322.65,322.34,322.54,136132.0
62,2020-02-14 10:50:00,325.19,325.25,325.01,325.23,238568.0
845,2020-01-31 10:35:00,315.60400000000004,316.8,315.51,316.17,563458.0
503,2020-02-06 13:05:00,323.5,323.84,323.49,323.7927,305866.0
277,2020-02-11 12:25:00,322.08,322.1749,321.87,322.13,93735.0
1000,2020-01-29 10:40:00,324.6635,325.4951,324.5749,325.1056,716316.0
976,2020-01-29 12:40:00,326.51,326.76,326.27,326.76,323774.0
252,2020-02-11 14:30:00,320.5504,320.77,320.3,320.6904,300024.0
421,2020-02-07 13:25:00,322.54,322.58,321.88,322.14,251727.0
43,2020-02-14 12:25:00,324.6685,324.9846,324.4941,324.6585,215586.0
278,2020-02-11 12:20:00,321.76,322.14,321.72,322.07,191699.0
495,2020-02-06 13:45:00,323.82,324.35,323.79,324.3353,382687.0
178,2020-02-12 14:10:00,325.05,325.22,324.99,325.095,116453.0
341,2020-02-10 13:35:00,319.64,319.93,319.62,319.8899,96667.0
908,2020-01-30 11:50:00,321.4785,322.0,321.4767,321.86,268159.0
801,2020-01-31 14:15:00,312.76,313.75,312.75,312.96,497017.0
318,2020-02-10 15:30:00,320.79,321.33,320.74,321.268,258678.0
534,2020-02-06 10:30:00,320.77,321.22,320.435,320.52,299989.0
103,2020-02-13 13:55:00,325.68,325.72,325.51,325.51,145297.0
383,2020-02-10 10:05:00,318.25,318.59,317.49,317.49,562839.0
544,2020-02-06 09:40:00,321.67,321.8329,320.68,320.68,666297.0
885,2020-01-30 13:45:00,320.0613,320.3699,319.93,320.1001,182696.0
947,2020-01-29 15:05:00,327.11,327.2,326.575,326.74,381092.0
1009,2020-01-29 09:55:00,323.305,324.3888,323.305,324.38,1175966.0
1147,2020-01-27 11:20:00,308.74,308.75,307.75,307.81,559137.0
902,2020-01-30 12:20:00,321.42,321.76,321.2,321.68,201621.0
251,2020-02-11 14:35:00,320.7284,321.3611,320.7105,320.9774,245280.0
1010,2020-01-29 09:50:00,324.0,324.28,323.25,323.35,1197870.0
946,2020-01-29 15:10:00,326.73,327.29,326.71,327.111,342587.0
100,2020-02-13 14:10:00,325.975,326.03,325.5,325.5,156048.0
822,2020-01-31 12:30:00,315.89,316.24,315.6427,316.13,236189.0
1062,2020-01-28 12:00:00,316.68,316.79,316.4,316.53,236653.0
